@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.66280,0.61638,n
0.75455,0.60033,p
0.44751,0.66677,n
0.39033,0.04164,p
0.03339,0.83816,n
0.38531,0.02254,p
0.35115,0.83283,n
0.00593,0.63854,n
0.85913,0.11763,p
0.86240,0.98245,p
0.17184,0.25435,n
0.49282,0.56082,n
0.46070,0.87924,n
0.22543,0.06265,p
0.83031,0.50394,p
0.07521,0.54040,n
0.90275,0.65005,p
0.25177,0.93517,n
0.96989,0.97628,n
0.13903,0.06793,p
0.55749,0.39999,p
0.58303,0.93467,n
0.70242,0.36235,p
0.37053,0.75539,n
0.44469,0.23986,p
0.73936,0.92421,n
0.08522,0.11869,n
0.33972,0.44654,n
0.00226,0.98489,p
0.47887,0.96537,n
0.64497,0.06005,p
0.57563,0.47517,p
0.67554,0.52580,p
0.85828,0.35797,p
0.26875,0.25585,p
0.92301,0.24554,p
0.84588,0.65539,p
0.17013,0.43946,n
0.10338,0.96061,p
0.07442,0.55758,n
0.90744,0.16714,p
0.92012,0.16626,p
0.43651,0.14423,n
0.78309,0.22100,p
0.05469,0.73566,n
0.41919,0.75465,n
0.97552,0.12843,n
0.66459,0.82869,n
0.28727,0.90616,n
0.86267,0.56222,p
0.29625,0.87596,n
0.29746,0.52996,p
0.22609,0.97160,n
0.32403,0.87747,n
0.97338,0.04496,n
0.72625,0.48050,p
0.58389,0.05828,p
0.04817,0.88996,n
0.90184,0.98109,p
0.96394,0.94546,n
0.23774,0.44835,n
0.55746,0.06671,p
0.10043,0.11488,p
0.69483,0.78310,n
0.14749,0.35361,n
0.56362,0.81302,p
0.74097,0.10296,p
0.10975,0.57812,n
0.38860,0.29409,p
0.23426,0.47648,n
0.05234,0.39714,p
0.22775,0.43110,p
0.74476,0.75573,n
0.96724,0.65956,p
0.11232,0.06183,p
0.64083,0.67182,n
0.79541,0.04530,p
0.57432,0.23314,p
0.45050,0.37565,p
0.09497,0.39774,n
0.28923,0.83772,n
0.76790,0.14394,n
0.74142,0.81868,n
0.86270,0.92145,n
0.33653,0.97344,n
0.62142,0.61983,n
0.72011,0.37910,p
0.19905,0.32143,n
0.77639,0.72640,n
0.36804,0.73709,n
0.46104,0.31123,p
0.13947,0.94266,n
0.49223,0.85843,n
0.21828,0.11387,p
0.68533,0.37566,p
0.23787,0.31410,n
0.86574,0.27221,p
0.24248,0.96480,n
0.04323,0.34778,n
0.49621,0.94369,n
0.23669,0.94665,n
0.08368,0.51560,n
0.96235,0.70142,p
0.95661,0.27292,p
0.98192,0.05355,p
0.47675,0.30039,p
0.87890,0.30142,p
0.74036,0.44194,p
0.53620,0.09898,p
0.45808,0.22344,p
0.29721,0.88749,n
0.71767,0.61196,n
0.57246,0.60080,n
0.68234,0.45784,p
0.09301,0.70203,n
0.99068,0.56630,p
0.92072,0.25699,p
0.91631,0.76024,p
0.46236,0.55410,n
0.97139,0.25768,p
0.49594,0.77477,n
0.48962,0.44057,p
0.01557,0.97466,n
0.68162,0.98850,n
0.71268,0.96042,n
0.06720,0.16657,n
0.78917,0.55181,p
0.14412,0.73349,p
0.23905,0.28559,n
0.28875,0.75586,n
0.59441,0.40045,n
0.59260,0.43674,p
0.27411,0.67759,n
0.82036,0.12530,p
0.71206,0.13132,p
0.81354,0.52373,p
0.63307,0.58589,p
0.94328,0.09892,p
0.34488,0.89318,n
0.09942,0.37363,n
0.47883,0.61396,n
0.14695,0.09830,p
0.06107,0.92713,n
0.45707,0.02025,p
0.96079,0.33648,p
0.54142,0.19296,p
0.61079,0.29372,p
0.84930,0.52460,p
0.90968,0.17790,n
0.86021,0.20005,p
0.16123,0.30995,p
0.38388,0.43682,n
0.63353,0.52352,p
0.71993,0.55003,p
0.65123,0.26934,p
0.50288,0.53435,n
0.93795,0.20692,p
0.30750,0.79823,n
0.35706,0.51203,n
0.76709,0.84605,n
0.78536,0.58994,p
0.56580,0.87738,n
0.22577,0.61301,n
0.40803,0.07318,p
0.68566,0.92112,n
0.38333,0.25515,n
0.75002,0.74209,n
0.23358,0.09710,p
0.61835,0.10017,n
0.22981,0.22750,p
0.50843,0.19426,p
0.60645,0.41871,n
0.21188,0.00434,p
0.64345,0.97983,n
0.49951,0.92742,n
0.09602,0.01298,n
0.10587,0.54070,n
0.43226,0.93934,n
0.30814,0.99822,n
0.13178,0.13788,n
0.75812,0.05510,p
0.78591,0.87949,n
0.63585,0.07158,p
0.98616,0.04193,n
0.50642,0.54254,p
0.45461,0.56993,n
0.65738,0.56588,p
0.41783,0.64152,n
0.23069,0.83905,n
0.34107,0.57439,n
0.15432,0.25722,n
0.54032,0.76445,n
0.89473,0.91990,n
0.88824,0.53127,p
0.76040,0.95649,n
0.07169,0.94667,n
0.55919,0.99776,n
0.63581,0.91759,n
0.84167,0.95072,n
0.96265,0.48211,p
0.12425,0.15399,n
0.07178,0.23149,n
0.97277,0.68823,p
0.11035,0.93612,n
0.89001,0.94628,n
0.69050,0.83377,n
0.83086,0.38563,p
0.07969,0.30861,n
0.19274,0.50240,n
0.40133,0.08674,p
0.98841,0.98488,n
0.69730,0.43322,p
0.56500,0.99752,n
0.86992,0.60385,p
0.65533,0.34737,p
0.53446,0.38273,p
0.59339,0.24890,p
0.00024,0.44838,n
0.87274,0.70656,p
0.14597,0.69856,n
0.54285,0.04567,n
0.67574,0.97696,n
0.64783,0.81989,n
0.55877,0.44581,p
0.93972,0.93405,n
0.62109,0.07355,p
0.60478,0.73372,n
0.04623,0.01499,p
0.11019,0.73551,n
0.88040,0.83331,n
0.67649,0.11124,p
0.70778,0.71710,n
0.32042,0.82733,n
0.97391,0.70152,p
0.54260,0.50838,p
0.17130,0.85275,n
0.35110,0.37452,n
0.92097,0.89525,p
0.86038,0.87373,n
0.13051,0.55115,n
0.08458,0.64111,n
0.05218,0.50347,n
0.91153,0.76229,p
0.20204,0.25240,n
0.25467,0.32410,n
0.26920,0.92262,n
0.05218,0.19776,n
0.65932,0.41427,p
0.08375,0.60672,n
0.61369,0.70454,n
0.72754,0.77395,n
0.08258,0.97745,n
0.67112,0.29480,p
0.87176,0.58179,p
0.68519,0.72698,n
0.62041,0.32417,p
0.15002,0.68162,n
0.62857,0.28330,p
0.49583,0.90675,n
0.22195,0.68149,n
0.62716,0.92965,n
0.65638,0.66403,n
0.73054,0.03437,n
0.82978,0.40795,p
0.22961,0.78456,n
0.09568,0.94692,n
0.01939,0.25456,n
0.09109,0.85243,n
0.77529,0.15770,n
0.46197,0.40225,p
0.84176,0.47331,n
0.78512,0.31529,p
0.48777,0.79525,n
0.96919,0.20445,p
0.08599,0.60517,n
0.15836,0.81507,n
0.67515,0.86232,n
0.79267,0.81491,n
0.18445,0.28471,n
0.67524,0.54877,p
0.85676,0.16624,p
0.03309,0.66172,n
0.00374,0.58837,n
0.11371,0.74059,n
0.91557,0.09184,p
0.01693,0.54973,n
0.97147,0.68165,p
0.22977,0.54856,n
0.51297,0.84986,n
0.10515,0.09790,p
0.41790,0.23727,p
0.02668,0.71538,n
0.49603,0.68083,n
0.08530,0.36533,n
0.19099,0.74825,n
0.69890,0.45107,p
0.15287,0.11064,p
0.72014,0.88301,n
0.79650,0.67730,p
0.28656,0.66377,n
0.62212,0.75541,n
0.85545,0.43847,p
0.75555,0.94915,n
0.35802,0.71962,n
0.22747,0.45179,n
0.18874,0.35102,n
0.51716,0.27226,p
0.42712,0.02795,p
0.45479,0.83109,n
0.52072,0.14789,p
0.36375,0.05953,p
0.78500,0.73809,p
0.24323,0.56015,n
0.20993,0.70159,n
0.20899,0.93940,n
0.57813,0.81205,n
0.42754,0.40171,p
0.34143,0.77224,n
0.22200,0.70753,n
0.16380,0.74929,n
0.14278,0.77443,n
0.24393,0.64646,n
0.64611,0.89771,n
0.23748,0.27462,n
0.09943,0.15986,n
0.34512,0.63465,p
0.22131,0.97219,n
0.58935,0.25293,p
0.90740,0.00530,p
0.71210,0.22058,p
0.43572,0.74659,n
0.03342,0.10993,n
0.20650,0.92023,n
0.19410,0.71077,n
0.02990,0.88744,p
0.74945,0.40703,p
0.43100,0.02699,p
0.34405,0.04324,p
0.59171,0.72246,n
0.86437,0.31400,p
0.92347,0.13004,p
0.68601,0.81564,n
0.38711,0.79523,p
0.02897,0.67416,n
0.05478,0.41708,n
0.45324,0.16040,p
0.40721,0.31666,p
0.48744,0.31219,p
0.38248,0.24702,p
0.60290,0.23962,p
0.83733,0.36488,p
0.78774,0.94746,n
0.17776,0.65795,n
0.07654,0.09957,n
0.53153,0.24014,p
0.28228,0.13722,p
0.10210,0.92595,n
0.56677,0.11061,p
0.91612,0.32805,p
0.11294,0.19819,n
0.10245,0.99836,n
0.38857,0.33591,p
0.17292,0.14237,n
0.54642,0.20287,n
0.65745,0.44229,p
0.89730,0.22572,p
0.25980,0.12002,p
0.42175,0.46034,n
0.61005,0.76972,p
0.07381,0.89342,n
0.44472,0.15918,p
0.44753,0.22743,p
0.28102,0.85870,n
0.34624,0.10513,p
0.91274,0.40239,p
0.21711,0.11824,p
0.03103,0.38342,n
0.19910,0.12411,p
0.69118,0.27560,p
0.72596,0.56499,p
0.30655,0.47123,n
0.54459,0.43473,p
0.69069,0.57193,n
0.86071,0.09671,p
0.76714,0.07383,p
0.17723,0.44991,n
0.68205,0.23204,p
0.24306,0.13920,p
0.22755,0.11166,n
0.11411,0.29568,n
0.93762,0.73911,p
0.97022,0.73170,n
0.96041,0.55886,p
0.30873,0.29589,p
0.63831,0.64920,p
0.83356,0.06124,p
0.13441,0.74165,n
0.12202,0.60946,n
0.49246,0.31097,p
0.20009,0.39480,n
0.82367,0.25627,p
0.40632,0.80875,n
0.86390,0.27366,p
0.19385,0.10672,p
0.21016,0.13097,n
0.16656,0.76125,n
0.24155,0.62417,n
0.47696,0.76880,n
0.41846,0.04810,p
0.48156,0.12201,p
0.75790,0.40159,p
0.54549,0.03347,p
0.27446,0.27712,n
0.70392,0.42039,p
0.59371,0.36920,n
0.85402,0.35820,p
0.50752,0.04865,p
0.26976,0.00325,p
0.59005,0.20651,n
0.28525,0.43530,n
0.59043,0.60366,n
0.88662,0.97543,n
0.31392,0.88885,n
0.52967,0.72041,n
0.00731,0.81082,n
0.44866,0.74455,n
0.06231,0.16050,n
0.40329,0.75638,n
0.75987,0.94931,n
0.96528,0.04233,n
0.26698,0.99038,n
0.02045,0.94065,n
0.86391,0.99906,n
0.57228,0.02010,p
0.32656,0.84741,n
0.95970,0.42329,p
0.61171,0.21761,p
0.29514,0.10497,p
0.42888,0.19233,p
0.77177,0.42662,p
0.40021,0.98321,n
0.10297,0.50405,n
0.70395,0.21760,n
0.53747,0.44774,p
0.75144,0.86235,n
0.69750,0.59586,p
0.21051,0.45489,n
0.69448,0.48160,p
0.73431,0.60691,p
0.87467,0.25718,p
0.43568,0.46140,n
0.75263,0.13597,p
0.45585,0.10601,p
0.27559,0.84608,n
0.78006,0.02290,p
0.31728,0.26042,p
0.68009,0.43658,p
0.90210,0.64237,p
0.73777,0.30267,p
0.19280,0.13094,p
0.70832,0.03870,p
0.41850,0.02839,p
0.60111,0.32489,p
0.34974,0.17146,p
0.08584,0.30643,n
0.96525,0.85238,n
0.86097,0.12033,p
0.84000,0.96964,n
0.43779,0.48879,n
0.51645,0.20672,p
0.21059,0.49682,n
0.83121,0.62066,p
0.37295,0.27769,p
0.67077,0.15061,p
0.35929,0.77254,n
0.23122,0.54519,n
0.10506,0.58589,n
0.86337,0.40190,p
0.92095,0.35463,p
0.57461,0.44381,p
0.76637,0.76728,n
0.74772,0.67584,p
0.24787,0.30023,n
0.84250,0.39073,n
0.98083,0.30161,p
0.11080,0.67096,n
0.50722,0.35720,p
0.88747,0.26806,p
0.99662,0.62284,p
0.30490,0.03858,p
0.66661,0.78336,n
0.18441,0.09617,n
0.74950,0.51666,n
0.02291,0.87722,p
0.43436,0.22096,n
0.70545,0.90988,n
0.82404,0.99710,n
0.17072,0.43158,n
0.94984,0.64596,n
0.74538,0.36761,p
0.44230,0.88424,n
0.65789,0.86374,n
0.81328,0.04696,p
0.79752,0.14567,p
0.81040,0.58197,p
0.39580,0.23658,n
0.25289,0.75124,n
0.22311,0.33706,n
0.60137,0.72490,n
0.25447,0.58620,n
0.84335,0.67094,p
0.33157,0.12619,p
0.04085,0.74928,n
0.34151,0.21416,p
0.23627,0.53749,n
0.79743,0.56125,p
0.73826,0.60007,p
0.33016,0.69222,p
0.47657,0.53885,n
0.95465,0.88862,n
0.53665,0.76584,n
0.49045,0.14378,n
0.43555,0.65787,p
0.01505,0.30386,n
0.66744,0.82659,n
0.36130,0.40378,n
0.43206,0.68345,n
0.62909,0.95543,p
0.02473,0.58537,n
0.68696,0.86920,p
0.45712,0.50844,n
0.45819,0.68018,n
0.53034,0.80941,n
0.11261,0.42703,n
0.64667,0.32754,p
0.12665,0.63053,n
0.70513,0.47270,p
0.75831,0.86398,n
0.30115,0.03731,p
0.73766,0.62676,p
0.15038,0.36772,n
0.39594,0.29812,p
0.18364,0.48776,p
0.80202,0.65076,p
0.44560,0.86246,n
0.95863,0.64560,p
0.82126,0.09671,p
0.35216,0.52672,n
0.00611,0.25510,n
0.20312,0.12432,p
0.76327,0.59789,p
0.42311,0.49526,n
0.85629,0.95600,n
0.04821,0.16113,n
0.48412,0.87518,n
0.52286,0.21368,p
0.84484,0.91435,n
0.93803,0.78623,p
0.39102,0.57292,n
0.63642,0.66527,n
0.44062,0.06305,p
0.39863,0.90700,n
0.13447,0.27427,n
0.56887,0.56472,n
0.45573,0.39966,p
0.16075,0.33635,n
0.35484,0.80663,n
0.54920,0.71522,n
0.90200,0.70726,n
0.25748,0.08832,p
0.99154,0.29450,n
0.81661,0.14314,p
0.86362,0.29532,p
0.81895,0.67488,p
0.65479,0.50821,p
0.45494,0.33775,p
0.70079,0.49542,p
0.87917,0.92563,n
0.96378,0.51377,p
0.24543,0.16055,p
0.42101,0.88261,n
0.22337,0.76819,n
0.33591,0.71374,n
0.26434,0.43697,n
0.91626,0.90140,n
0.97581,0.30064,p
0.24452,0.02890,p
0.06004,0.85112,n
0.36952,0.70580,n
0.48975,0.34160,p
