@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.58396,0.21816,p
0.95595,0.80375,p
0.45356,0.16601,p
0.07166,0.87473,n
0.17004,0.17786,n
0.98065,0.28706,p
0.57586,0.19271,p
0.03927,0.77428,n
0.08701,0.67683,n
0.88466,0.30296,n
0.53581,0.21539,p
0.52373,0.10901,p
0.04763,0.23589,n
0.14140,0.09261,p
0.93370,0.24082,p
0.95710,0.88894,n
0.69998,0.35200,p
0.65108,0.87879,n
0.40841,0.92315,n
0.23270,0.08428,p
0.59469,0.37253,p
0.83935,0.61368,p
0.35567,0.19762,p
0.31045,0.10149,p
0.53376,0.07718,p
0.92736,0.81867,p
0.33828,0.11898,p
0.54966,0.55646,n
0.67746,0.94178,n
0.61345,0.29754,p
0.23213,0.19988,n
0.06813,0.37846,p
0.89209,0.96005,n
0.61059,0.28140,n
0.61210,0.99757,n
0.14359,0.67636,n
0.95482,0.74387,p
0.54884,0.62646,n
0.41649,0.30800,p
0.91089,0.34167,p
0.04109,0.93797,n
0.14338,0.04201,p
0.47725,0.22977,p
0.20193,0.98220,n
0.90281,0.18703,n
0.73312,0.64806,p
0.28425,0.62040,n
0.67799,0.99326,n
0.53223,0.08169,p
0.92139,0.51933,p
0.17413,0.59817,n
0.64767,0.92416,n
0.76699,0.10491,p
0.89261,0.33335,p
0.41486,0.74652,n
0.23370,0.99178,n
0.67081,0.02037,n
0.69050,0.86338,n
0.76666,0.28190,p
0.42791,0.04049,p
0.98627,0.63839,p
0.86084,0.89436,p
0.56493,0.18026,p
0.28094,0.66900,n
0.25167,0.70729,n
0.42753,0.44522,n
0.58006,0.19655,p
0.06625,0.14156,n
0.09412,0.13783,n
0.77997,0.61088,p
0.44235,0.41430,p
0.44978,0.20136,p
0.31436,0.76088,n
0.37173,0.47703,n
0.95882,0.22665,p
0.58464,0.66974,p
0.58903,0.54547,p
0.57736,0.44714,p
0.95182,0.37106,p
0.99883,0.25359,p
0.26088,0.95884,p
0.30229,0.93807,p
0.10571,0.45681,n
0.30325,0.28025,n
0.07861,0.17170,n
0.41364,0.65692,n
0.94618,0.02287,p
0.59448,0.07430,p
0.75776,0.66410,p
0.60253,0.19844,p
0.09593,0.35223,n
0.82277,0.35274,p
0.90632,0.24290,p
0.91975,0.49276,p
0.88253,0.34746,p
0.73316,0.06674,p
0.75717,0.00400,p
0.83795,0.24064,p
0.85099,0.11847,p
0.92835,0.25769,p
0.83659,0.57525,p
0.58616,0.55108,p
0.90092,0.26049,p
0.60784,0.03737,p
0.75733,0.40486,p
0.67032,0.95847,n
0.82524,0.84307,n
0.15636,0.92404,n
0.77020,0.69370,p
0.60811,0.78050,n
0.47286,0.79118,n
0.74784,0.03347,p
0.03052,0.84177,n
0.63696,0.59416,p
