@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.44049,0.79202,n
0.84835,0.74477,p
0.94904,0.49055,p
0.48244,0.52363,n
0.12006,0.59558,n
0.16986,0.19094,n
0.20228,0.52649,n
0.25968,0.73245,n
0.58180,0.42438,p
0.04505,0.53605,n
0.09543,0.01326,n
0.46836,0.59974,n
0.33086,0.43960,n
0.85427,0.46597,p
0.25221,0.47118,n
0.44622,0.97140,n
0.74579,0.86362,p
0.95055,0.66439,p
0.39117,0.66610,n
0.78743,0.25589,p
0.04164,0.86965,n
0.28614,0.13532,p
0.79233,0.55071,p
0.07455,0.31630,p
0.15434,0.94594,n
0.15491,0.33572,n
0.20906,0.06972,p
0.87415,0.90991,n
0.92472,0.49512,p
0.77344,0.27963,p
0.52262,0.66578,n
0.72470,0.74871,n
0.38342,0.17792,n
0.70355,0.57390,p
0.88989,0.42962,p
0.51095,0.78708,n
0.33951,0.23158,n
0.88911,0.69525,p
0.78546,0.83461,n
0.59523,0.99714,n
0.39242,0.60021,p
0.23326,0.47353,p
0.92839,0.33630,p
0.28186,0.57534,n
0.47804,0.20695,p
0.65006,0.13196,n
0.49639,0.80296,p
0.77659,0.15293,n
0.13356,0.31219,n
0.22492,0.26220,n
0.59590,0.21831,p
0.71988,0.32912,p
0.74952,0.41693,n
0.49245,0.35853,n
0.82005,0.26091,p
0.70674,0.74318,n
0.91184,0.19346,p
0.85511,0.20385,p
0.42490,0.96758,n
0.08345,0.76818,n
0.18800,0.40126,n
0.46014,0.11891,p
0.36686,0.35873,n
0.47742,0.27297,p
0.08829,0.42017,n
0.31963,0.30772,p
0.14001,0.92859,n
0.04106,0.00942,p
0.51702,0.76465,n
0.66778,0.16689,p
0.40902,0.56568,n
0.50949,0.36104,p
0.22407,0.55968,n
0.87735,0.31715,p
0.73064,0.37344,p
0.40592,0.70388,n
0.64259,0.07713,p
0.50464,0.12883,p
0.67852,0.52403,p
0.05901,0.79466,n
0.56169,0.08426,p
0.61486,0.17965,p
0.55887,0.23922,p
0.26832,0.47590,n
0.25228,0.22933,p
0.32867,0.53909,n
0.44829,0.59070,p
0.94602,0.93011,p
0.95116,0.60936,p
0.89077,0.25423,p
0.45925,0.48404,n
0.62339,0.87739,n
0.33141,0.89311,n
0.87344,0.43800,p
0.56471,0.05907,p
0.55928,0.58740,n
0.09440,0.00749,p
0.48646,0.71192,n
0.03961,0.12699,n
0.26459,0.47384,n
0.16383,0.05385,n
0.54051,0.84033,n
0.52476,0.36246,p
0.16689,0.07149,p
0.85597,0.47639,p
0.47000,0.42806,p
0.34275,0.62899,n
0.62109,0.59171,p
0.69404,0.55887,p
0.57452,0.93293,n
0.58522,0.81672,p
0.38931,0.11018,n
0.72036,0.28776,p
0.27387,0.01726,p
0.75824,0.67864,p
0.22351,0.41486,n
0.21127,0.96580,n
0.87571,0.86274,n
0.68606,0.90040,n
0.50052,0.17516,p
0.93539,0.86538,n
0.71532,0.42833,p
0.78915,0.07156,p
0.58824,0.50382,p
0.91371,0.64089,p
0.55136,0.77976,n
0.34868,0.23883,p
0.10705,0.08012,p
0.29817,0.31967,n
0.50728,0.37397,p
0.18678,0.55133,n
0.56660,0.19919,p
0.24392,0.86490,n
0.96716,0.89113,n
0.89959,0.78998,n
0.11817,0.86997,p
0.60238,0.11456,p
0.64182,0.27198,p
0.92838,0.82721,n
0.66057,0.49095,p
0.12571,0.10563,n
0.15825,0.31834,n
0.13764,0.75977,n
0.95246,0.08241,n
0.55504,0.79038,n
0.37888,0.62506,n
0.00716,0.16900,n
0.43633,0.96054,n
0.36800,0.91984,n
0.00088,0.49106,n
0.40512,0.58960,n
0.27137,0.15954,p
0.84707,0.40491,p
0.15629,0.10238,p
0.21175,0.91184,n
0.24166,0.02158,p
